Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Light color (product.metafields.shopify.light-color),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,Emerald Majesty: Pear-shaped Lab-created Diamond Halo Ring,"<p>Crafted for the woman who appreciates elegance and sophistication, the Emerald Majesty Halo Ring features a breathtaking pear-shaped lab-created emerald as its centerpiece. Surrounded by a halo of sparkling round-cut diamonds, this ring offers a striking contrast against its luxurious brushed gold backdrop. Perfect for engagements, anniversaries, or special occasions, this emerald halo engagement ring adds a touch of refinement and grandeur to any outfit.</p>
<p><br>This stunning emerald halo ring is crafted from ethically sourced materials, making it as responsible as it is beautiful. Whether you're looking for a unique engagement ring or a statement piece for your collection, the Emerald Majesty is a testament to both your values and your love of sophisticated design. Embrace the beauty of this lab-created emerald ring, an exquisite symbol of elegance and conscious craftsmanship.</p>
<p><strong>KEY FEATURES</strong><br></p>
<ul>
<li>
<strong>Center Stone</strong>: Pear-shaped lab-created emerald</li>
<li>
<strong>Accent Diamonds</strong>: Halo of round-cut diamonds</li>
<li>
<strong>Metal</strong>: 925 Sterling Silver</li>
<li>
<strong>Design:</strong> Brushed gold backdrop with a halo setting</li>
<li>
<strong>Main Stone Size</strong>: 4.5 Carat</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry,Ring,"Emerald Elegance, Rings, Timeless Memories",true,Color,Green,,size,3,,,,,RN-EME-HL-PR-03-09,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Majesty_Halo_Ring.jpg?v=1725356903,1,Emerald Majesty Halo Ring ,false,,"Discover the stunning Emerald Majesty Halo Ring. Featuring a dazzling pear-shaped lab-created diamond, it’s perfect for every occasion. Shop now!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,true,,,true,,,true,,,active
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,3.5,,,,,RN-EME-HL-PR-03-85,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Majesty_Halo_Ring_2.jpg?v=1725356926,2,Emerald Majesty Halo Ring ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,4,,,,,RN-EME-HL-PR-03-10,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,4.5,,,,,RN-EME-HL-PR-03-95,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,5,,,,,RN-EME-HL-PR-03-05,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,5.5,,,,,RN-EME-HL-PR-03-55,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,6,,,,,RN-EME-HL-PR-03-06,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,6.5,,,,,RN-EME-HL-PR-03-65,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,7,,,,,RN-EME-HL-PR-03-07,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,7.5,,,,,RN-EME-HL-PR-03-75,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
emerald-majesty-pear-shaped-lab-created-diamond-halo-ring,,,,,,,,,Green,,,8,,,,,RN-EME-HL-PR-03-08,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,Midnight Blossom: Sapphire Teardrop Ring,"<p><meta charset=""utf-8"">The <span data-token-index=""1"" class=""notion-enable-hover"">Midnight Blossom Sapphire Ring</span> captures the allure of deep blue sapphires paired with diamonds. This <span data-token-index=""3"" class=""notion-enable-hover"">sapphire engagement ring</span> is perfect for the woman who seeks a bold yet timeless statement piece. Whether you're looking for a classic <span data-token-index=""5"" class=""notion-enable-hover"">sapphire and diamond ring</span> or a stunning <span data-token-index=""7"" class=""notion-enable-hover"">blue sapphire ring</span>, this piece radiates elegance.</p>
<ul>
<li>
<strong>Center Stone: </strong>Lab-created Blue sapphire</li>
<li>
<strong>Center<span data-token-index=""9"" class=""notion-enable-hover""> </span>Stone Size: </strong>4.5 Carat</li>
<li>
<strong>Accent Diamonds: </strong>Lab-created diamonds</li>
<li>
<strong>Metal:</strong> 925 Silver</li>
<li>
<strong>Design: </strong>Halo<!-- notionvc: 0cfe0d8f-f923-4f83-a417-3acaa454bdcf -->
</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry,Ring,"Oceanic Heart, Rings, Timeless Memories",true,Color,Dark Blue,,size,3,,,,,RN-SAP-SS-HL-DR-PR-01-05,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Midnight_Blossom_Sapphire_Ring.jpg?v=1725366716,1,Midnight Blossom Sapphire Ring,false,,"Discover elegance with the Midnight Blossom Sapphire Ring. Featuring a stunning teardrop design, it's perfect for any occasion. Shop now!",,,,,,,,,,,,,,,,,,sapphire-rings; sapphire-and-diamond-ring,,,,,,,,,,,,kg,,100.00,true,,,true,,,true,,,active
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,3.5,,,,,RN-SAP-SS-HL-DR-PR-01-85,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Midnight_Blossom_Sapphire_Ring_1.jpg?v=1725366738,2,Midnight Blossom Sapphire Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,4,,,,,RN-SAP-SS-HL-DR-PR-01-05,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,4.5,,,,,RN-SAP-SS-HL-DR-PR-01-05,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,5,,,,,RN-SAP-SS-HL-DR-PR-01-05,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,5.5,,,,,RN-SAP-SS-HL-DR-PR-01-55,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,6,,,,,RN-SAP-SS-HL-DR-PR-01-06,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,6.5,,,,,RN-SAP-SS-HL-DR-PR-01-65,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,7,,,,,RN-SAP-SS-HL-DR-PR-01-07,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,7.5,,,,,RN-SAP-SS-HL-DR-PR-01-75,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
midnight-blossom-sapphire-teardrop-ring,,,,,,,,,Dark Blue,,,8,,,,,RN-SAP-SS-HL-DR-PR-01-08,200.0,shopify,continue,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,100.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,Golden Horizons: Cushion-Cut Diamond Halo Ring,"<p>Crafted for the woman who seeks bold elegance, the Golden Horizon Halo Ring showcases a radiant cushion-cut yellow lab-created diamond that exudes warmth and luxury. Surrounded by a dazzling halo of white diamonds, this ring catches the light beautifully, making it an ideal choice for engagements or any special occasion. Its intricate band design, adorned with additional diamonds, elevates this yellow diamond halo ring to a new level of sophistication and charm.</p>
<p>At Camille Elisa, we blend timeless design with sustainable luxury. Set in 925 silver, this piece offers both durability and style, reflecting our commitment to ethical fine jewelry. The combination of vibrant yellow tones and sparkling white diamonds makes the horizon ring a true standout in any collection. Whether you're celebrating a personal milestone or adding to your collection, this halo diamond ring is a symbol of elegance and conscious craftsmanship.</p>
<p><strong>KEY FEATURES</strong></p>
<ul>
<li>
<strong>Center Stone</strong>: Cushion-cut yellow Lab-Created diamond</li>
<li>
<strong>Accent Diamonds:</strong> Halo of round-cut Lab-Created diamonds</li>
<li>
<strong>Metal</strong>: 925 Silver</li>
<li>
<strong>Design</strong>: Intricate band with additional round-cut diamonds</li>
<li>
<strong>Main Stone Size: </strong>6 Carat</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry > Rings,Ring,"Golden Glow, Rings, unapologetically you",true,Color,Yellow,,Ring size,5,,,,,RN-YEL-SS-HL-SQ-02-05,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Golden_Horizon_Halo_Diamond_Ring.jpg?v=1725359359,1,Golden Horizon Halo Diamond Ring,false,,Discover elegance with the Golden Horizon Halo Ring. This cushion-cut diamond beauty features a radiant halo design—perfect for any special occasion.,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,true,,,true,,,true,,,active
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,5.5,,,,,RN-YEL-SS-HL-SQ-02-55,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Golden_Horizon_Halo_Diamond_Ring_1.jpg?v=1725359493,2,Golden Horizon Halo Diamond Ring ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,6,,,,,RN-YEL-SS-HL-SQ-02-06,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,6.5,,,,,RN-YEL-SS-HL-SQ-02-65,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,7,,,,,RN-YEL-SS-HL-SQ-02-07,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,7.5,,,,,RN-YEL-SS-HL-SQ-02-75,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,8,,,,,RN-YEL-SS-HL-SQ-02-08,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,8.5,,,,,RN-YEL-SS-HL-SQ-02-85,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,9,,,,,RN-YEL-SS-HL-SQ-02-09,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,9.5,,,,,RN-YEL-SS-HL-SQ-02-95,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,10,,,,,RN-YEL-SS-HL-SQ-02-10,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,10.5,,,,,RN-YEL-SS-HL-SQ-02-105,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
golden-horizons-cushion-cut-diamond-halo-ring,,,,,,,,,Yellow,,,11,,,,,RN-YEL-SS-HL-SQ-02-11,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,53.00,,,,,,,,,,
emerald-elegance-eternity-band,Emerald Elegance Eternity Band,"<ul></ul>
<p>The Emerald Elegance Eternity Band features alternating emerald-cut lab-created emeralds and diamonds in a stunning eternity design. Crafted in 925 Sterling Silver, this ring symbolizes everlasting love and commitment. Perfect for weddings, anniversaries, or as a luxurious gift, it adds sophistication and glamour to any outfit. A timeless addition to any fine jewelry collection.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Center Stone:</strong> Alternating emerald-cut lab-created emeralds and diamonds</li>
<li>
<strong>Accent Diamonds:</strong> Alternating with emeralds around the band</li>
<li>
<strong>Metal:</strong> 925 Sterling Silver</li>
<li>
<strong>Design:</strong> Eternity band symbolizing everlasting love</li>
</ul>
<p> </p>
<p><br><br></p>",Camille Elisa,Apparel & Accessories > Jewelry > Rings,Ring,"Emerald Elegance, Rings, Timeless Memories",true,Size,3,,,,,,,,RN-EME-SS-CL-EM-01-09,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Elegance_Eternity_Band_1.jpg?v=1725356194,1,Emerald Elegance Eternity Band ,false,,Discover timeless beauty with our Emerald Elegance Eternity Band. This stunning piece features vibrant emeralds set in luxurious gold. Shop now!,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,true,,,true,,,true,,,active
emerald-elegance-eternity-band,,,,,,,,,3.5,,,,,,,,RN-EME-SS-CL-EM-01-85,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Elegance_Eternity_Band_2.jpg?v=1725356215,2,Emerald Elegance Eternity Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,4,,,,,,,,RN-EME-SS-CL-EM-01-10,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,4.5,,,,,,,,RN-EME-SS-CL-EM-01-95,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,5,,,,,,,,RN-EME-SS-CL-EM-01-05,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,5.5,,,,,,,,RN-EME-SS-CL-EM-01-55,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,6,,,,,,,,RN-EME-SS-CL-EM-01-06,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,6.5,,,,,,,,RN-EME-SS-CL-EM-01-65,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,7,,,,,,,,RN-EME-SS-CL-EM-01-07,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,7.5,,,,,,,,RN-EME-SS-CL-EM-01-75,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
emerald-elegance-eternity-band,,,,,,,,,8,,,,,,,,RN-EME-SS-CL-EM-01-08,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,Enchanted Blossom Lab-Created round-cut Diamond Ring,"<p><!----></p>
<p>Designed for the woman who embraces elegance and grace, the Enchanted Blossom Diamond Ring is a breathtaking representation of nature's beauty. With a dazzling center that captures the essence of brilliance, this ring showcases a harmonious floral motif that draws inspiration from blooming gardens. Its intricate detailing and delicate sparkle create an ethereal effect, making it the perfect symbol of love and commitment for engagements, anniversaries, or life’s most cherished moments.</p>
<p>At Camille Elisa, we believe luxury should also reflect conscious choices. This exceptional piece is crafted with sustainable practices in mind, marrying fine craftsmanship with ethical principles. Whether as a statement piece or a sentimental gift, this ring radiates sophistication and purpose, elevating your collection with timeless elegance.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Center Stone:</strong> Round-cut lab-created diamond</li>
<li>
<strong>Accent Diamonds:</strong> 6 prong round-cut diamonds in a floral-inspired design</li>
<li>
<strong>Metal:</strong> 925 Sterling Silver</li>
<li>
<strong>Design:</strong> Floral-inspired setting with diamond-accented band</li>
<li>
<strong style=""font-size: 0.875rem;"">Main Stone Size:</strong><span style=""font-size: 0.875rem;""> 5.41 Carat</span>
</li>
</ul>
<p> </p>",Camille Elisa,Apparel & Accessories > Jewelry > Rings,Ring,"Rings, Timeless Memories",true,Material,Lab-Created Diamond,,Metal,925 Silver,,Size,3,product.metafields.shopify.ring-size,,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Enchanted_Blossom_round-cut_Diamond_Ring.jpg?v=1725357639,1,Enchanted Blossom round-cut Diamond Ring ,false,,Discover the Enchanted Blossom Diamond Ring—crafted for timeless beauty with a stunning round-cut diamond. Elevate your style today!,200,,,,,,,,,,,,,,,,,,,,,,3; 3-5; 4; 4-5; 5; 5-5; 6; 6-5; 7; 7-5; 8,,,,,,,kg,,46.00,true,,,true,,,true,,,active
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,3-5,,,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Enchanted_Blossom_round-cut_Diamond_Ring_2.jpg?v=1725357657,2,Enchanted Blossom round-cut Diamond Ring ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,4,,,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,4-5,,,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,5,,RN-ZIR-SR-SL-RD-03-05,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,5-5,,RN-ZIR-SR-SL-RD-03-55,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,6,,RN-ZIR-SR-SL-RD-03-06,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,6-5,,RN-ZIR-SR-SL-RD-03-65,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,7,,RN-ZIR-SR-SL-RD-03-07,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,7-5,,RN-ZIR-SR-SL-RD-03-75,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-blossom-round-cut-diamond-ring,,,,,,,,,Lab-Created Diamond,,,925 Silver,,,8,,RN-ZIR-SR-SL-RD-03-08,200.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
